chat,0.0374902864703
messages,0.0315866288382
friends,0.0232614920441
message,0.0171140573199
social,0.0161329407291
calls,0.0156953078301
tweets,0.0146899245754
facebook,0.013797267679
followers,0.0122886543388
profile,0.0121972704175
voip,0.012159210189
send,0.0116197279591
post,0.0111771269253
posts,0.0110632178942
people,0.0108446556798
tweet,0.0103281001096
dating,0.00933573287599
twitter,0.00833985193451
sms,0.00813575214112
chatting,0.00763241247236
messenger,0.00710248525104
your,0.00708690181047
messaging,0.00684888641341
unfollow,0.00663225845838
share,0.00627742755056
users,0.00584152582999
chats,0.00574092086824
texting,0.00545222771293
instagram,0.00540033302451
sip,0.00517546973374
contacts,0.00510714294124
timeline,0.00496172552928
networking,0.00462868600618
singles,0.00458522498745
meet,0.0045720317433
emoticons,0.00452683296889
network,0.0043570813386
status,0.00430850341998
meetup,0.00418527343846
unfollowed,0.00414897155822
photos,0.0040292062252
emoji,0.00399255833974
forums,0.00385195001971
call,0.00378362680703
private,0.00363261660325
networks,0.00350157073692
members,0.00348799123514
text,0.00347100707741
statuses,0.00325780695198
profiles,0.00325358380315
you,0.00319870252801
upload,0.00316325691283
repost,0.00306306924275
community,0.00304000577259
connect,0.00296877172867
snapchat,0.00296656871407
likes,0.00289647825236
friend,0.00273768113475
greeting,0.0027104854228
account,0.00265023266071
hashtags,0.00263831946004
phone,0.00259853780174
gtalk,0.00256031243177
mentions,0.00253673790474
someone,0.00248448055343
invite,0.00246685099367
conversations,0.00245875995744
posting,0.00232390770525
forum,0.00231136255434
group,0.00229917588263
calling,0.00229080192686
reply,0.00226369433304
comment,0.00222097473717
discussions,0.0021767167479
vbulletin,0.00217338278604
talk,0.00216735368099
meetups,0.00215394091933
sending,0.0020824223942
receive,0.00203542512836
replies,0.00203227712104
groups,0.00198649334654
unfollowers,0.00196301149764
interests,0.00192571180884
pms,0.00192260314286
vine,0.00190044328426
conversation,0.00189409070855
checkin,0.00188882187481
event,0.00185485085175
mms,0.00182652046899
foursquare,0.00180065506163
xmpp,0.00177455623814
flirt,0.00176788763556
nearby,0.00174901638259
location,0.00172848541837
skype,0.0016954754607
linkedin,0.00169267743406
whatsapp,0.00168842780708
anonymously,0.00165144951009
trending,0.00162659896049
twitpic,0.00161801275284
